Character,Text
Yukiko Hirohara,Eh Aeons Eye Really Do you know about it I heard about it when I was younger In the medieval ages the king of the kingdom Drasvenia had Aeons Eye
Misuzu Kusakabe,And the name of that king
Yukiko Hirohara,I dont remember that much
Misuzu Kusakabe,Verard
Yukiko Hirohara,Ah Thats it Im surprised you know Misuzusan
Misuzu Kusakabe,It seems that he appeared in Kakerus dream
Yukiko Hirohara,In his dream
Misuzu Kusakabe,So how did that king die
Yukiko Hirohara,I heard that he got tricked by a witch and his country fell so he took his own life
Misuzu Kusakabe,Witch It cant be
Yukiko Hirohara,So does that have anything to do with Yukasans behaviour
Misuzu Kusakabe,No Thats an entirely different situation
Yukiko Hirohara,Different
Kakeru Satsuki,Yuka Whats wrong What happened
Yuka Minase,Its nothing
Kakeru Satsuki,Theres no way it can be nothing Tell me about it Did I do something
Yuka Minase,You said Misuzusenpai You called Misuzusan Misuzusenpai
Kakeru Satsuki,Whats wrong with that
Yuka Minase,Misuzusan called you Kakeru
Kakeru Satsuki,What are you talking about
Yuka Minase,Its just strange You were calling her Kusakabesenpai And she was calling you Kakerukun Up until yesterday anyways But that changed this morning
Kakeru Satsuki,Hey Yuka Get a grip on yourself What nonsense are you talking about
Yuka Minase,I saw you two
Kakeru Satsuki,Thats not it Yuka Youre mistaken Misuzusenpai and I arent
Yuka Minase,You said it again You called her Misuzusenpai again
Kakeru Satsuki,Yuka cant you believe me
Misuzu Kusakabe,Leave the city
Yukiko Hirohara,Thats right I thought about that During the Crimson Night you cant see past the horizon right If we left the city we wouldnt have to go through the Crimson Night anymore I think
Takahisa Tajima,Thats impossible
Yukiko Hirohara,Takahisasenpai
Misuzu Kusakabe,Impossible
Takahisa Tajima,I already tried that I couldnt leave
Yukiko Hirohara,What do you mean by couldnt leave
Takahisa Tajima,Theres a wall There some kind of strange wall surrounding the city
Saiko Akamine,A wall What do you mean by wall Whatre you talking about
Takahisa Tajima,Its nothing to do with you
Saiko Akamine,Ill decide on that after I hear what its about
Takahisa Tajima,Stop fussing over me like some goddamn grandma
Saiko Akamine,Youre coming with me boy
Takahisa Tajima,Hey hold on let go
Saiko Akamine,No excuses Youre coming with me Hurry up
Misuzu Kusakabe,Wall huh
Yuka Minase,Kiss me
Kakeru Satsuki,Yuka Sorry I dont want to with these feelings I Yuka
Takahisa Tajima,So theyre here
Kakeru Satsuki,The Crimson Night
Avaritia,Ill have you show me
Acedia,Leave it to me Avaritiasama
Invidia,Dont you dare touch my prey Acedia
Acedia,My target is the holder of that eye
Superbia,Dont let your guard down Acedia
Acedia,Im different from Ira
Kakeru Satsuki,Yuka Yuka where are you
Misuzu Kusakabe,Kakeru
Kakeru Satsuki,Senpai Yukas
Misuzu Kusakabe,Wasnt she with you
Yukiko Hirohara,Kukurisan is here
Misuzu Kusakabe,All right lets look for Yuka Keep together everyone
Takahisa Tajima,Burn Thats it Keep bringing on the strongest youve got
Invidia,So we meet again
Takahisa Tajima,Whats this A weak one showed up
Invidia,Youll pay for what youve done to my face
Takahisa Tajima,I think Im gonna have a barbecue with you today
Invidia,I wont kill you that simply You will suffer as much as I have
Acedia,I guess it should be Nice to meet you
Misuzu Kusakabe,Why do you call us fragments Why attack us We have no reason to fight with you in this world
Acedia,Even if you dont have a reason we do
Misuzu Kusakabe,What do you mean by that
Acedia,I almost feel sorry for you for not knowing anything
Misuzu Kusakabe,Then how about you tell us Would it be inconvenient for you to do that
Acedia,Occasionally being selfconscious of adversity can strengthen oneself which gives one the bothersome feeling of being responsible for everything
Misuzu Kusakabe,In other words if we know the truth you guys wont be able to win
Acedia,I wont play along with your sly interrogations Let me tell you just one thing Your existences themselves are a sin
Misuzu Kusakabe,You speak as if you are the one that yields justice
Acedia,All of you must disappear For the future
Misuzu Kusakabe,The future Kakeru go Leave this to me
Kakeru Satsuki,But Senpai your bodys still
Misuzu Kusakabe,Youre going to protect Yuka right Yukiko and Kukuri too
Yukiko Hirohara,Yes
Acedia,You wont escape holder of Aeons Eye
Misuzu Kusakabe,Black Tortoise Genbu with the power of the sixtieth sexagenary cycle dispatch my foe Kyuukyuunyoritsuryou
Acedia,Dont get in my way you damn fragment
Misuzu Kusakabe,Breath of the Water Dragon
Kakeru Satsuki,Misuzusenpai
Acedia,Thats right Show me just what you can do
Misuzu Kusakabe,Dont do it Kakeru You arent ready to use it yet If you fight this time your body will
Kakeru Satsuki,My bodys screaming out but I dont have a choice but to do it
Acedia,Whats wrong Are you done already
Yukiko Hirohara,Black Knight
Acedia,Pesky creature Damn you
Superbia,How the
Avaritia,Abraxus huh
Yukiko Hirohara,That was amazing Kukurisan
Misuzu Kusakabe,So that was Kukuris power
Superbia,Scholastica ran away
Avaritia,Bonds huh That power is like a diamond hard yet easily shattered
Misuzu Kusakabe,Lets go to the places where Yuka might have gone
Kakeru Satsuki,Yes
Takahisa Tajima,You might be too late already
Yukiko Hirohara,Takahisasenpai
Takahisa Tajima,Youre beat up everywhere She was a surprisingly tough enemy She got away though
Misuzu Kusakabe,What do you mean by too late
Yukiko Hirohara,Thats Yukasans
Kakeru Satsuki,Where did you see that Where did you see that thing
Takahisa Tajima,In the infirmary
Yukiko Hirohara,Senpai
Takahisa Tajima,It was quite a mess that infirmary
Misuzu Kusakabe,Dont tell me
Kakeru Satsuki,Yuka Yuka
Shiori Momono,Next time A Twisted Awakening We can only hope for an answer at the end of the nightmare
Misuzu Kusakabe,Lets go to the places where Yuka might have gone
Kakeru Satsuki,Yes
Takahisa Tajima,You might be too late already
Yukiko Hirohara,Takahisasenpai Youre beat up everywhere
Takahisa Tajima,She was a surprisingly tough enemy She got away though
Misuzu Kusakabe,What do you mean by too late
Yukiko Hirohara,Thats Yukasans
Kakeru Satsuki,Where did you see that Where did you see that thing
Takahisa Tajima,In the infirmary
Yukiko Hirohara,Senpai
Takahisa Tajima,It was quite a mess that infirmary
Misuzu Kusakabe,Dont tell me
Yuka Minase,Kakerukun is Kakerukun is changing
Kakeru Satsuki,Sorry
Yuka Minase,Kakerukun is My Kakerukun is No No No I dont want that
Yukiko Hirohara,The infirmarys been obliterated
Kakeru Satsuki,Yuka Yuka
Misuzu Kusakabe,Calm down Kakeru
Yukiko Hirohara,Its all right Senpai Yukasan isnt here There is no scent of blood
Misuzu Kusakabe,We cant say for sure that shes safe but it seems she at least escaped
Yukiko Hirohara,She couldnt have gone that far in this amount of time Lets split up and search for her
Misuzu Kusakabe,Its dangerous but I guess theres no choice Yukiko Kukuri Well search door to door around the school
Yukiko Hirohara,Understood
Misuzu Kusakabe,Kakeru and Takahisa are extremely exhausted While you wait until you recover fully search within the school
Kakeru Satsuki,No me too
Takahisa Tajima,Hey hey Dont go telling us what to do
Misuzu Kusakabe,If you find Yuka come back to school right away and group up with Kakeru and Takahisa Once Takahisa shoots off a pillar of fire as a signal we all return to the school Youll do at least that right
Takahisa Tajima,Aye aye Captain
Misuzu Kusakabe,All right Kakeru
Kakeru Satsuki,Yes
Misuzu Kusakabe,All right lets go
Yukiko Hirohara,Yes For friends and tomorrow
Kakeru Satsuki,For friends and tomorrow
Yukiko Hirohara,Yukasan Yukasan
Kakeru Satsuki,Yuka Yuka Next is the gymnasium
Takahisa Tajima,Hey You okay
Kakeru Satsuki,Its my fault If only I hadnt left Yuka all alone Yuka Sorry Yuka Stay safe Yuka Whats so funny
Takahisa Tajima,My bad my bad Dont get angry You sure can express your feelings about girls without being embarrassed Kakeru
Kakeru Satsuki,What
Takahisa Tajima,Nothing really I just wondered if I would become that stubborn if someone close to me disappeared Yukiko has the same scent as I do
Misuzu Kusakabe,Thats why it hurts to smile I guess youd call it karma
Yukiko Hirohara,Lets stop If you knew what Id done Im sure that even you would change
Takahisa Tajima,Ive been watching you all this time
Yukiko Hirohara,I know
Takahisa Tajima,Tell me about it
Yukiko Hirohara,Its a secret If youre too mindful of me itd just be awkward instead
Takahisa Tajima,How pathetic of me I worried too much These damn bugs Dont be eavesdropping on peoples secret conversations
Kakeru Satsuki,Takahisa
Takahisa Tajima,Lets go and search for your princess
Misuzu Kusakabe,The black moon is getting closer to the Earth
Yukiko Hirohara,Yukasan Oh lost little Yukasan If youre there please answer back in a loud voice Yuka This is
Yuka Minase,Im glad that you like it Kakerukun Ill make you a bento tomorrow too
Yukiko Hirohara,Yukasan
Yuka Minase,Hey Kakerukun Do you like me I love Kakerukun
Yukiko Hirohara,Yukasan
Yuka Minase,Kakerukun
Superbia,This is
Avaritia,That sly witch trying her futile attempts to escape while were away Superbia
Superbia,Yes
Avaritia,I shall leave the destruction of the fragments and the Aeons Eyes wielder to you Invidia and Scholastica
Superbia,Understood Avaritiasama You heard that Invidia An ugly defeat and that hideous burn NNow you have only one other thing left to do
Yukiko Hirohara,Yukasan are you all right If we dont return quickly everyone will worry Ah thats right Ive got some good news Kukurisan took care of a Black Knight Kukurisans power was amazing
Yuka Minase,Everyone is amazing arent they
Yukiko Hirohara,Yes
Yuka Minase,Even though everyone has amazing powers and are risking their lives fighting Im the only one thats
Yukiko Hirohara,You dont have to worry about that Fighting doesnt fit you
Yuka Minase,Its because I didnt have any powers that Kakerukun left me
Yukiko Hirohara,What are you talking about Kakerusenpai and you are passionately in love arent you Hes only fighting because he wants to protect you Youre loved in a lot of different ways Why you little Yukasan Maybe Ill tell you about my past Up until a Japanese person picked me upN I lived in the country of Drasvenia By the time I was old enough to be aware of things the world was already hell itself A civil war to wash away blood with blood Everyone fought to hold what was precious to them amongst the mayhem and destruction Men women and children I have a immortal body If I blow myself up or step on a mine I still regenerate Thats why I was used as a human weapon My family and friends died one after another Thats why I killed and killed and continued to kill Only the phrase For my friends and tomorrow kept supporting me My personality and battle abilities were honed in that hell If they hadnt I wouldnt have been able to protect my friends and my future If I dont seal myself with my glasses I become a really dangerous girl I dont want you to be like me Yukasan Thats why its better not to awaken your powers to fight Im pretty sure Kakerusenpai would like it that way too
Yuka Minase,Yukikochan
Yukiko Hirohara,Yukasan
Yuka Minase,Yukikochan Im all right Im all right now After all I
Avaritia,Its useless This isnt something you can do
Misuzu Kusakabe,That is
Takahisa Tajima,WWhat is this light
Shiori Momono,Scholastica You who fought with your own brother Benedictus Your vessel you return to Acedia is no longer present Die at once
Avaritia,Scholastica
Kakeru Satsuki,The Black Knights are
Takahisa Tajima,What happened here Its you again Youre annoying
Invidia,Being mere fragments the sin for hurting my pride and face Ill have you pay with your lives
Takahisa Tajima,Stop blabbing Ill return those words right back at you Which is what Id love to say but were running out of gas here Whatll you do Kakeru
Kakeru Satsuki,Weve no choice but to fight right
Takahisa Tajima,Then Ill go first
Misuzu Kusakabe,Kakeru
Kakeru Satsuki,Misuzusenpai
Takahisa Tajima,You saved us
Misuzu Kusakabe,Here I come
Superbia,Your opponent is me Invidia you may fight to your hearts content
Takahisa Tajima,Hurry up and come back Yukiko Tachibanasenpai
Kakeru Satsuki,Wheres she Whered she go Behind me huh
Superbia,That weapon Its one of the Kusakabe weapons Kashagiri Hiromitsu right
Misuzu Kusakabe,What
Superbia,Your stance is the style of Kusakabe household NSo youre an Onmyouji of the Kusakabe family after all
Misuzu Kusakabe,Why do you know such a thing
Superbia,To be able to fight a Kusakabe swordswoman It seems fate is quite mischievous
Misuzu Kusakabe,Thats the Kusakabe dual wield balancing stance Why do you Dont tell me
Kakeru Satsuki,My eyes
Takahisa Tajima,IIm at my limit too
Superbia,The sin of being a fragment wont be lifted until your soul gets destroyed
Misuzu Kusakabe,What an incredible blood lust I cant move Who in the world are you Youre
Invidia,The end of time is near You all shouldnt even exist
Kakeru Satsuki,Tachibanasenpai
Takahisa Tajima,Youre late Yukiko
Misuzu Kusakabe,IIt cant be Theres no way it could be
Superbia,It looks like youre not in the position to be fighting My name is Superbia I shall postpone this match for later Ill leave the rest to you Invidia
Misuzu Kusakabe,Kakeru
Kakeru Satsuki,Misuzusenpai
Takahisa Tajima,What is this
Misuzu Kusakabe,Is it a barrier to seal us in here
Kakeru Satsuki,A barrier
Invidia,YYou all should die
Misuzu Kusakabe,She plans on selfdestructing
Takahisa Tajima,You cant be serious
Misuzu Kusakabe,Weve got to run
Invidia,Holder of Aeons Eye and you fragments Ill take you all down with me
Yuka Minase,Stop it Dont touch Kakerukun
Misuzu Kusakabe,Thats
Takahisa Tajima,Isnt that Yuka
Misuzu Kusakabe,What
Invidia,IIt disappeared My powers of destruction Why
Kakeru Satsuki,Yuka
Takahisa Tajima,What happened What did Yuka do
Misuzu Kusakabe,Mostly likely the light she released negated our powers
Takahisa Tajima,Powers
Kakeru Satsuki,Yuka has awakened
Takahisa Tajima,Yuka is amazing
Misuzu Kusakabe,Its amazing but its also a dangerous power
Takahisa Tajima,Dangerous
Misuzu Kusakabe,Didnt you see Not only the enemys but our powers get negated too
Yuka Minase,Its all right Kakerukun Im here for you Ill protect you So please lay your eyes only on me
Kakeru Satsuki,Yuka
Lisette,He was usurped No way it cant be Verard is I wont allow it I definitely wont allow it Ill destroy it this filthy world Thats the wish of Verard and I Liselotte
Kakeru Satsuki,Yuka I didnt want Yuka to awaken I didnt want to drag her into the fight Tachibanasenpai Dont tell me thats
Saiko Akamine,Next time The Time of Disasters Takahisa were going for barbecue Well have Galbi sirloin and an extra big serving of savarin Eat as much as you like
TL Note,TL NOTE Galbi 갈비 is a Korean dish of grilled ribs marinated in soy sauce
